CO_GRUPO;CO_ORGACAD;NT_GER;DELTA_MEDIO_GRADUACAO;QE_I02;QE_I04;QE_I05;QE_I06;QE_I08;QE_I09;QE_I10;QE_I11;QE_I17;QE_I20;QE_I21;QE_I22;QE_I23;QE_I24;QE_I25;QE_I26
4004;10028;58.7;0.0;D;D;F;B;E;C;A;A;A;G;A;B;E;E;A;C
4004;10028;49.8;2.0;A;D;C;A;C;B;A;A;A;A;A;C;C;B;C;A
4004;10028;;6.0;;;;;;;;;;;;;;;;
4004;10028;40.1;1.0;A;D;D;B;C;E;A;A;A;B;B;B;C;A;B;C
4004;10028;53.2;3.0;D;B;B;D;B;A;A;A;A;G;B;C;C;A;A;A
4004;10028;52.4;1.0;A;E;F;B;B;B;A;A;B;G;A;C;E;A;H;A
4004;10028;22.4;5.0;D;E;D;A;F;B;A;A;E;C;A;A;E;E;B;F
4004;10028;53.3;1.0;A;E;D;A;E;B;A;A;B;G;A;B;E;A;H;C
4004;10028;44.4;1.0;D;B;D;B;B;A;A;H;A;C;B;D;E;A;E;F
4004;10028;66.0;0.0;A;D;C;B;D;C;A;A;A;G;B;B;B;D;H;A
4004;10028;36.5;1.0;D;D;E;B;B;B;A;A;B;A;A;B;C;B;C;F
4004;10028;32.1;3.0;A;E;E;B;D;C;C;A;A;C;A;C;D;E;E;A
4004;10028;23.0;6.0;F;F;F;B;E;C;B;A;B;C;A;B;E;A;A;A
4004;10028;55.8;2.0;D;E;F;B;F;C;A;A;D;C;A;B;D;A;H;A
4004;10028;35.5;1.0;B;B;B;B;D;D;E;A;A;B;B;A;C;A;E;A
4004;10028;39.5;1.0;A;D;D;C;B;B;A;A;A;G;B;A;B;D;C;A
4004;10028;68.3;3.0;D;D;D;B;D;D;C;A;B;A;B;A;C;C;A;F
4004;10028;46.5;1.0;A;D;D;B;C;B;A;A;B;K;A;D;E;A;C;A
4004;10028;39.1;2.0;A;E;E;D;F;C;A;A;B;G;A;A;C;C;A;F
4004;10028;25.4;6.0;D;B;C;D;B;A;A;A;A;C;B;B;C;C;E;F
4004;10028;36.0;2.0;A;D;F;B;C;B;A;A;E;C;A;B;C;C;G;F
4004;10028;54.9;1.0;D;B;D;D;B;C;A;A;A;G;B;B;E;A;E;C
4004;10028;61.9;2.0;D;B;C;D;E;B;A;A;D;G;A;C;C;E;E;G
4004;10028;43.3;1.0;D;D;F;B;F;B;A;A;B;H;A;B;E;E;E;F
4004;10028;50.6;2.0;;;;;;;;;;;;;;;;
4004;10028;62.8;1.0;D;F;F;B;F;B;A;A;B;C;A;C;D;E;E;A
4004;10028;42.7;1.0;A;F;D;B;E;C;C;A;B;G;A;B;C;C;E;C
4004;10028;51.5;2.0;;;;;;;;;;;;;;;;
4004;10028;79.9;1.0;D;F;F;B;F;B;A;A;B;C;A;B;C;A;E;F
4004;10028;;1.0;A;E;E;B;F;B;A;A;B;A;A;A;D;A;A;A
4004;10028;73.9;1.0;A;F;F;B;E;C;C;A;B;G;A;C;B;C;E;F
4004;10028;51.8;5.0;A;D;C;B;D;B;A;A;B;C;A;C;D;A;E;A
4004;10028;66.9;0.0;F;E;E;B;E;C;A;A;B;C;A;B;E;B;E;A
4004;10028;74.6;1.0;A;F;E;B;E;C;D;A;A;A;A;E;A;C;A;A
4004;10028;60.3;0.0;D;E;E;B;F;C;A;A;B;C;A;A;B;A;E;F
4004;10028;52.1;1.0;A;F;D;B;F;B;A;A;B;G;A;B;B;E;H;F
4004;10028;17.8;1.0;A;D;E;A;F;C;E;A;A;C;A;D;C;A;E;E
4004;10028;56.4;2.0;A;F;F;B;E;B;A;A;D;G;A;B;E;A;E;F
4004;10028;39.7;2.0;A;F;E;B;F;B;A;A;B;B;A;B;E;A;H;F
4004;10028;48.6;1.0;A;F;F;B;G;C;A;A;B;C;A;B;C;E;A;A
4004;10028;65.8;1.0;D;E;D;B;F;C;C;A;B;H;A;B;D;E;A;A
4004;10028;54.8;0.0;A;E;E;B;F;C;C;A;A;H;A;B;D;C;E;F
4004;10028;58.6;2.0;D;E;D;D;D;D;E;A;A;H;A;E;D;E;E;F
4004;10028;61.5;1.0;;;;;;;;;;;;;;;;
4004;10028;60.6;1.0;A;F;F;B;F;C;C;A;B;K;A;B;D;E;H;F
4004;10028;56.1;1.0;A;F;E;B;F;B;A;A;B;H;A;E;D;E;B;F
4004;10028;56.7;1.0;F;E;E;B;F;B;A;A;B;G;A;B;C;A;A;F
4004;10028;46.6;1.0;;;;;;;;;;;;;;;;
4004;10028;55.4;1.0;A;D;E;B;B;C;A;A;A;C;A;B;E;E;A;A
4004;10028;69.7;1.0;D;D;D;B;E;D;A;A;B;G;A;D;C;C;E;C
4004;10028;59.3;1.0;A;F;F;B;G;C;C;A;B;A;A;C;E;A;E;F
4004;10028;48.6;0.0;A;F;F;B;F;C;C;A;B;G;A;D;E;A;C;A
4004;10028;55.3;1.0;D;D;D;B;D;E;C;A;A;C;B;C;E;A;C;A
4004;10028;;6.0;;;;;;;;;;;;;;;;
4004;10028;33.8;1.0;A;D;D;B;B;C;A;A;A;A;A;C;E;E;E;F
4004;10028;;4.0;D;E;D;B;F;C;A;A;B;G;A;B;D;E;A;A
4004;10028;66.3;0.0;D;D;E;B;F;D;C;A;B;C;A;A;C;E;B;A
4004;10028;;17.0;;;;;;;;;;;;;;;;
4004;10028;;9.0;;;;;;;;;;;;;;;;
4004;10028;37.8;11.0;B;A;C;B;E;F;E;A;A;A;A;C;D;D;H;A
4004;10028;50.0;1.0;C;D;E;B;E;B;A;A;B;B;A;C;E;C;A;C
4004;10028;59.8;1.0;A;E;F;A;F;B;A;A;B;C;A;E;E;A;C;F
4004;10028;;11.0;;;;;;;;;;;;;;;;
4004;10028;56.4;10.0;F;E;F;A;B;C;A;A;B;A;A;A;E;E;H;D
4004;10028;;6.0;;;;;;;;;;;;;;;;
4004;10028;51.7;2.0;A;F;E;B;F;D;D;A;B;G;A;B;C;A;A;F
4004;10028;;7.0;;;;;;;;;;;;;;;;
4004;10028;38.8;16.0;A;E;D;B;D;B;A;A;B;C;A;C;E;E;A;F
4004;10028;52.9;2.0;A;E;E;B;E;C;B;A;B;K;A;A;E;A;E;A
4004;10028;45.0;9.0;;;;;;;;;;;;;;;;
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;34.8;0.0;A;D;C;B;C;C;D;A;A;G;A;E;B;A;E;F
4004;10028;;4.0;;;;;;;;;;;;;;;;
4004;10028;;10.0;;;;;;;;;;;;;;;;
4004;10028;;4.0;;;;;;;;;;;;;;;;
4004;10028;50.8;8.0;F;B;B;C;F;F;D;A;A;K;A;D;D;A;E;F
4004;10028;56.3;1.0;D;E;E;B;E;C;A;A;B;G;A;D;C;E;A;F
4004;10028;9.3;2.0;;;;;;;;;;;;;;;;
4004;10028;54.3;3.0;A;E;D;B;B;B;A;A;E;C;A;D;B;E;H;I
4004;10028;56.1;2.0;F;E;F;B;F;B;A;A;B;C;A;B;A;E;H;A
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;40.4;1.0;D;E;E;B;D;C;B;A;B;C;A;D;E;A;E;C
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;54.6;1.0;A;E;E;B;F;B;A;A;B;G;A;B;B;A;E;F
4004;10028;40.9;5.0;D;A;B;B;E;B;A;A;A;C;A;C;C;A;H;A
4004;10028;49.2;1.0;A;E;D;B;F;B;A;A;B;B;A;B;C;E;H;A
4004;10028;54.7;1.0;B;D;E;B;E;C;A;A;B;G;A;B;B;A;E;F
4004;10028;;2.0;;;;;;;;;;;;;;;;
4004;10028;66.4;1.0;D;A;F;B;E;C;C;A;E;A;A;A;B;E;A;F
4004;10028;13.2;3.0;F;D;E;A;B;C;A;H;A;C;A;B;C;E;A;F
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;38.6;1.0;F;F;C;B;F;D;D;A;E;E;A;B;D;E;A;A
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;43.9;1.0;A;E;E;B;E;B;A;A;B;A;A;C;D;D;E;C
4004;10028;42.3;4.0;A;E;F;B;G;D;D;A;D;B;A;C;C;A;E;F
4004;10028;57.0;1.0;A;E;E;B;F;B;A;A;B;G;A;B;C;A;C;F
4004;10028;;4.0;;;;;;;;;;;;;;;;
4004;10028;49.4;4.0;D;D;F;D;C;C;A;A;B;C;A;B;E;A;A;I
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;60.9;4.0;A;D;D;B;E;C;D;A;B;C;B;A;C;C;H;I
4004;10028;34.4;1.0;A;E;E;B;F;B;A;A;B;G;A;B;B;A;E;A
4004;10028;39.4;1.0;D;E;E;A;A;C;E;A;B;G;A;A;E;D;E;A
4004;10028;50.0;5.0;D;E;D;B;D;C;D;A;A;C;A;B;D;C;A;A
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;45.3;1.0;D;D;D;B;C;C;A;A;B;B;A;C;D;A;E;A
4004;10028;34.6;6.0;A;D;D;A;A;C;E;A;B;C;B;B;D;E;E;G
4004;10028;42.8;1.0;;;;;;;;;;;;;;;;
4004;10028;27.5;1.0;B;E;E;B;A;A;A;A;A;C;A;C;C;E;H;A
4004;10028;43.9;1.0;D;D;D;C;C;C;C;A;A;C;A;B;B;E;A;A
4004;10028;48.8;1.0;B;F;D;B;B;D;C;A;A;B;A;B;B;E;A;F
4004;10028;55.3;1.0;A;D;D;B;E;B;A;A;B;H;A;C;C;E;C;A
4004;10028;60.0;2.0;;;;;;;;;;;;;;;;
4004;10028;53.4;7.0;A;D;C;B;C;D;A;A;A;A;B;E;D;A;H;F
4004;10028;50.5;1.0;B;F;F;B;C;E;C;A;A;C;A;B;E;A;A;A
4004;10028;;0.0;D;A;B;B;A;A;A;A;A;C;B;C;B;E;A;F
4004;10028;43.0;2.0;D;E;D;B;C;B;A;A;B;C;A;C;D;E;E;A
4004;10028;60.5;0.0;;;;;;;;;;;;;;;;
4004;10028;52.4;1.0;A;F;E;B;D;D;D;A;A;H;A;C;B;A;C;A
4004;10028;64.5;0.0;B;D;D;B;D;B;A;A;A;C;A;B;C;D;E;F
4004;10028;;2.0;A;F;F;B;B;B;A;A;B;B;A;A;C;A;A;A
4004;10028;38.6;2.0;B;D;F;B;D;C;E;A;B;C;A;D;D;E;C;F
4004;10028;65.6;1.0;D;D;D;B;B;E;A;A;B;C;A;B;C;E;E;F
4004;10028;28.8;2.0;D;D;D;B;B;B;A;A;A;C;B;E;C;A;A;A
4004;10028;67.8;5.0;A;D;F;B;D;E;E;A;A;G;A;B;B;A;E;C
4004;10028;62.3;2.0;D;B;D;B;C;E;E;A;B;C;B;E;A;E;A;A
4004;10028;68.1;0.0;;;;;;;;;;;;;;;;
4004;10028;27.9;1.0;D;D;F;B;B;B;A;A;B;G;A;C;B;C;E;A
4004;10028;54.1;1.0;A;D;E;C;E;E;D;A;A;G;A;B;B;E;E;A
4004;10028;14.4;1.0;;;;;;;;;;;;;;;;
4004;10028;54.4;3.0;D;A;A;D;B;B;A;A;A;C;B;A;B;E;A;A
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;33.8;2.0;D;D;B;B;C;D;D;A;A;C;A;E;C;C;A;F
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;;6.0;;;;;;;;;;;;;;;;
4004;10028;49.6;3.0;B;F;E;B;E;A;A;A;B;H;A;C;D;E;A;F
4004;10028;;1.0;D;D;D;A;B;E;E;A;A;A;A;B;B;A;A;F
4004;10028;;2.0;;;;;;;;;;;;;;;;
4004;10028;56.9;5.0;D;B;C;B;B;E;E;A;A;B;A;B;B;C;E;A
4004;10028;45.4;7.0;A;C;D;B;B;B;A;A;A;H;A;C;D;E;E;E
4004;10028;46.9;0.0;A;C;E;B;C;C;C;J;B;H;B;A;C;A;C;A
4004;10028;;2.0;;;;;;;;;;;;;;;;
4004;10028;40.8;2.0;D;B;B;A;B;B;A;A;A;C;B;B;C;A;A;A
4004;10028;25.7;4.0;D;A;B;F;B;E;C;A;A;E;B;B;D;A;A;A
4004;10028;47.1;10.0;A;E;E;C;B;E;D;A;B;A;A;C;D;C;E;A
4004;10028;46.5;0.0;D;F;E;B;E;B;A;A;B;G;A;D;C;A;A;F
4004;10028;55.0;1.0;;;;;;;;;;;;;;;;
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;38.9;0.0;D;D;E;B;A;B;A;A;A;C;A;B;D;E;E;A
4004;10028;23.3;2.0;D;D;C;B;B;C;D;A;A;C;A;B;C;A;E;A
4004;10028;40.4;2.0;D;D;D;B;C;B;A;A;B;K;B;A;B;E;H;F
4004;10028;43.2;2.0;D;D;D;B;A;B;A;A;A;C;A;B;B;D;A;F
4004;10028;37.1;1.0;D;D;D;B;D;B;A;H;B;C;A;E;B;E;A;A
4004;10028;59.2;1.0;D;D;D;F;B;C;D;A;A;C;A;A;B;D;A;F
4004;10028;44.4;1.0;D;D;D;B;D;C;D;A;B;C;A;C;C;C;B;A
4004;10028;25.0;1.0;D;D;E;B;E;B;B;A;B;C;A;C;C;E;E;F
4004;10028;44.0;2.0;F;E;C;B;B;B;B;A;B;B;A;B;D;A;E;A
4004;10028;25.7;7.0;A;D;D;B;B;B;A;A;A;B;B;D;D;B;A;A
4004;10028;50.1;4.0;B;C;B;B;B;B;A;A;D;B;B;B;B;A;A;A
4004;10028;;5.0;D;D;D;B;C;D;E;A;B;C;A;A;C;A;E;F
4004;10028;47.2;1.0;D;E;E;B;C;B;A;A;B;C;A;B;C;E;E;A
4004;10028;48.0;1.0;D;F;D;B;F;B;A;A;B;A;A;B;B;C;A;F
4004;10028;62.5;0.0;B;E;D;B;A;B;A;A;A;C;A;A;C;A;A;F
4004;10028;46.9;1.0;A;E;D;B;B;B;A;H;B;G;A;B;B;E;E;H
4004;10028;;2.0;B;D;D;D;B;D;E;A;B;C;B;A;A;A;E;F
4004;10028;63.5;2.0;A;E;F;D;D;B;A;A;B;C;A;B;C;C;H;A
4004;10028;40.0;1.0;;;;;;;;;;;;;;;;
4004;10028;43.2;2.0;B;C;D;B;B;B;A;A;D;C;A;B;C;A;C;F
4004;10028;39.1;2.0;E;A;A;C;A;C;E;A;D;C;B;C;C;C;A;A
4004;10028;;9.0;D;E;F;B;E;B;A;A;B;F;A;E;E;C;H;C
4004;10028;36.1;8.0;B;B;A;C;B;B;A;A;A;B;B;B;B;A;H;A
4004;10028;44.4;1.0;D;C;D;B;B;C;D;A;E;G;A;A;E;A;C;F
4004;10028;;2.0;;;;;;;;;;;;;;;;
4004;10028;;2.0;;;;;;;;;;;;;;;;
4004;10028;55.0;11.0;D;D;B;B;B;B;A;A;A;K;B;E;C;E;A;A
4004;10028;31.7;1.0;D;E;D;B;D;C;A;A;B;C;A;B;C;E;H;F
4004;10028;28.8;3.0;A;D;D;B;A;B;B;H;B;C;A;B;B;E;A;A
4004;10028;41.0;1.0;A;E;D;B;F;B;A;A;B;C;A;A;B;E;C;A
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;48.1;1.0;B;F;F;B;D;C;D;A;B;C;A;D;E;A;E;F
4004;10028;47.0;1.0;B;D;C;B;B;C;B;A;A;A;B;C;C;C;E;A
4004;10028;46.2;1.0;D;D;B;D;B;D;E;A;A;E;A;A;D;A;E;A
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;75.8;1.0;F;E;E;B;E;B;A;A;B;B;A;A;B;A;C;C
4004;10028;40.5;1.0;B;D;C;B;A;B;A;A;B;G;B;C;B;C;A;F
4004;10028;62.4;1.0;D;C;D;B;B;C;D;A;A;G;A;E;E;D;A;F
4004;10028;43.9;1.0;D;D;E;B;C;B;B;A;B;C;A;D;B;A;E;I
4004;10028;65.0;1.0;A;C;D;B;D;B;A;A;B;G;A;B;E;A;H;F
4004;10028;25.1;1.0;A;C;C;B;A;C;A;A;B;C;B;C;D;A;E;A
4004;10028;36.4;2.0;A;D;D;B;A;B;A;A;A;K;A;B;B;C;E;F
4004;10028;49.1;1.0;D;D;F;A;E;C;A;A;B;C;A;B;E;A;G;F
4004;10028;29.3;1.0;D;B;B;B;A;C;E;A;A;K;A;A;C;E;H;A
4004;10028;20.0;1.0;F;D;E;D;B;B;B;A;D;C;A;B;D;A;E;F
4004;10028;27.2;1.0;D;D;D;C;C;D;E;A;A;D;A;E;B;A;E;A
4004;10028;39.1;1.0;D;E;E;B;E;E;D;A;B;G;A;B;D;E;C;F
4004;10028;39.3;1.0;A;F;F;B;F;C;C;A;B;A;A;C;D;E;E;A
4004;10028;50.5;1.0;D;C;C;D;A;C;A;A;A;A;A;C;B;E;E;F
4004;10028;40.6;0.0;B;D;E;B;C;C;A;A;E;C;A;D;D;C;E;F
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;67.1;1.0;A;F;F;B;F;B;A;A;B;A;A;C;B;A;E;F
4004;10028;41.7;1.0;B;C;D;B;C;B;A;A;A;K;A;B;B;A;E;F
4004;10028;32.0;1.0;D;D;D;B;C;D;E;A;A;C;A;C;C;E;E;F
4004;10028;37.4;1.0;A;B;B;D;B;B;A;A;A;C;B;E;E;A;E;F
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;42.8;11.0;D;F;C;D;B;D;B;H;A;E;A;B;C;D;E;E
4004;10028;57.2;0.0;A;F;E;D;C;C;A;A;B;C;A;D;E;E;H;I
4004;10028;40.3;4.0;D;B;B;B;B;A;A;H;A;C;B;A;E;E;E;C
4004;10028;62.5;3.0;A;D;D;D;B;B;A;A;B;B;B;E;E;D;E;C
4004;10028;46.1;1.0;A;E;D;B;F;B;A;A;B;A;A;A;C;D;B;C
4004;10028;59.9;1.0;D;B;E;D;E;C;D;A;B;G;A;B;B;E;E;F
4004;10028;50.2;2.0;D;D;C;B;D;C;C;A;A;C;A;A;C;C;E;A
4004;10028;50.6;3.0;A;E;F;D;F;C;A;A;B;K;A;B;E;A;E;F
4004;10028;52.6;1.0;A;F;F;A;F;B;A;A;B;A;A;B;C;E;A;H
4004;10028;40.0;2.0;D;B;B;B;A;A;A;A;A;C;B;B;B;D;A;F
4004;10028;66.9;5.0;A;E;E;B;F;C;C;H;A;C;A;A;C;E;E;A
4004;10028;53.4;2.0;D;D;B;D;B;C;A;A;A;C;B;B;C;C;E;A
4004;10028;64.3;1.0;F;E;D;D;D;C;A;A;A;A;A;C;B;C;A;F
4004;10028;74.2;1.0;D;C;D;B;C;C;A;A;A;A;A;A;B;A;C;F
4004;10028;69.1;2.0;A;B;F;D;D;C;A;A;A;C;A;D;C;E;E;I
4004;10028;61.6;1.0;D;D;E;D;E;B;A;A;A;C;A;D;E;D;H;A
4004;10028;59.2;2.0;A;E;D;B;B;C;A;A;A;C;A;B;C;E;E;F
4004;10028;56.2;1.0;D;B;D;B;A;B;A;A;A;B;B;C;C;A;E;A
4004;10028;51.6;2.0;D;C;E;B;E;B;A;A;A;A;A;E;D;E;H;C
4004;10028;70.1;1.0;A;F;D;D;E;D;E;A;B;B;A;C;A;E;H;F
4004;10028;44.6;3.0;D;E;F;B;E;B;A;A;B;C;A;A;B;A;A;C
4004;10028;31.5;2.0;D;D;C;B;C;B;A;A;A;C;A;B;E;E;E;A
4004;10028;51.5;12.0;B;B;C;B;C;F;E;A;A;C;A;C;D;C;A;F
4004;10028;59.5;15.0;A;B;B;C;D;F;E;A;A;C;A;A;D;A;A;A
4004;10028;44.3;14.0;B;B;B;C;C;E;D;A;A;C;B;A;E;B;H;D
4004;10028;47.3;2.0;D;E;D;D;D;B;A;A;E;C;A;B;C;E;A;F
4004;10028;71.7;1.0;A;E;E;D;D;D;A;A;B;G;A;B;C;A;A;F
4004;10028;41.8;2.0;A;E;E;B;F;C;E;A;B;C;A;A;C;A;E;F
4004;10028;40.3;4.0;D;D;D;B;B;B;A;A;A;C;A;A;B;E;H;G
4004;10028;50.8;1.0;D;C;D;D;C;C;D;A;A;C;A;C;D;C;H;F
4004;10028;27.4;2.0;A;E;E;D;D;D;E;A;B;H;A;A;B;E;H;C
4004;10028;54.0;1.0;A;D;E;A;B;F;D;A;E;C;A;A;D;C;E;F
4004;10028;72.8;1.0;A;D;D;A;C;B;A;A;A;C;B;A;D;C;E;A
4004;10028;46.3;1.0;A;A;F;D;D;C;D;A;B;A;A;C;D;E;E;C
4004;10028;46.1;4.0;A;D;D;D;D;C;A;A;A;C;A;A;C;C;E;F
4004;10028;60.8;1.0;A;F;F;A;D;C;D;A;B;G;A;A;B;E;E;F
4004;10028;50.8;2.0;D;E;D;B;E;C;D;A;A;A;A;A;C;A;A;F
4004;10028;57.2;2.0;D;C;C;A;B;D;D;A;A;G;B;B;C;A;H;F
4004;10028;58.7;1.0;A;D;D;A;A;B;A;A;A;C;A;B;C;C;A;F
4004;10028;66.5;1.0;A;E;E;D;E;C;D;A;B;C;A;D;E;E;A;A
4004;10028;41.2;1.0;A;E;E;B;E;B;B;A;B;G;A;C;E;E;E;F
4004;10028;38.5;3.0;A;D;D;B;C;C;E;A;A;A;B;C;E;A;H;F
4004;10028;55.4;2.0;A;D;D;A;B;C;D;A;B;C;B;B;C;E;A;F
4004;10028;69.2;2.0;A;E;D;A;B;C;E;A;A;C;A;B;E;A;H;F
4004;10028;53.4;4.0;A;D;D;D;D;C;D;A;B;G;A;A;B;A;E;F
4004;10028;56.4;6.0;A;B;D;D;F;D;D;A;B;G;A;B;A;A;B;F
4004;10028;60.8;1.0;A;D;E;A;E;C;D;A;B;G;A;B;C;A;E;F
4004;10028;35.9;4.0;F;D;E;A;B;D;D;A;B;B;A;C;D;E;H;F
4004;10028;54.9;5.0;A;E;D;D;C;B;B;A;A;E;A;A;E;A;C;F
4004;10028;;2.0;A;E;E;A;C;C;E;A;B;G;A;B;D;A;E;F
4004;10028;56.5;1.0;A;F;E;A;F;C;D;A;B;A;A;B;D;E;E;F
4004;10028;67.9;1.0;A;D;D;B;D;B;A;A;E;G;A;B;C;A;E;F
4004;10028;28.1;10.0;B;A;A;C;B;A;A;H;C;C;A;C;D;A;A;H
4004;10028;35.0;2.0;A;E;E;F;C;B;B;A;B;C;A;E;B;E;C;F
4004;10028;60.5;5.0;A;F;E;A;G;C;D;A;B;C;A;B;C;E;E;F
4004;10028;54.3;1.0;A;D;B;A;D;C;A;A;B;C;B;C;B;A;A;F
4004;10028;65.3;2.0;A;D;D;D;C;D;A;A;A;A;B;D;C;E;E;F
4004;10028;62.1;2.0;C;E;D;D;B;C;D;A;A;G;A;C;C;D;E;F
4004;10028;28.7;1.0;A;D;E;F;B;C;A;A;B;C;A;C;C;D;A;F
4004;10028;54.5;2.0;A;C;C;C;C;B;A;A;A;C;B;A;D;E;A;F
4004;10028;63.5;1.0;A;D;E;D;F;B;A;A;B;C;A;B;B;A;E;C
4004;10028;68.5;2.0;A;C;D;D;C;C;A;A;B;G;B;B;D;A;A;A
4004;10028;57.0;2.0;A;D;D;B;C;D;A;A;A;C;A;B;D;E;E;A
4004;10028;57.2;1.0;A;E;E;D;C;C;E;A;B;C;A;B;C;C;A;F
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;52.6;6.0;D;D;E;D;C;B;A;A;A;C;A;C;C;A;H;F
4004;10028;41.6;9.0;A;D;D;A;C;D;D;A;E;C;B;B;B;B;A;F
4004;10028;39.9;1.0;A;F;F;D;E;B;A;A;B;A;A;C;E;E;A;F
4004;10028;57.9;1.0;A;F;E;B;F;C;D;A;B;C;A;E;C;C;C;F
4004;10028;66.1;2.0;A;C;D;B;B;B;A;A;B;B;B;B;C;E;A;F
4004;10028;41.7;3.0;A;D;D;D;C;B;A;A;B;G;A;B;C;A;A;F
4004;10028;62.0;1.0;D;D;E;B;F;C;A;A;B;K;A;A;C;E;E;F
4004;10028;55.3;1.0;A;F;E;B;F;C;D;A;B;A;A;C;C;E;B;F
4004;10028;;2.0;;;;;;;;;;;;;;;;
4004;10028;16.2;1.0;F;E;E;B;B;E;A;A;B;C;A;B;E;E;E;A
4004;10028;42.3;1.0;A;E;E;A;E;C;D;A;D;C;A;A;B;C;E;F
4004;10028;40.7;1.0;A;E;D;B;F;C;D;A;B;C;A;A;C;E;A;F
4004;10028;34.9;3.0;A;D;C;B;C;D;D;A;A;C;B;B;D;A;C;F
4004;10028;42.3;3.0;A;E;E;D;C;B;A;A;A;C;A;B;C;A;H;F
4004;10028;54.1;1.0;B;D;E;B;D;C;B;A;A;C;A;C;C;A;A;A
4004;10028;43.8;5.0;A;D;D;D;C;C;A;A;A;I;B;C;D;A;H;A
4004;10028;35.5;1.0;A;D;E;D;D;C;C;A;B;B;A;B;C;E;A;A
4004;10028;44.6;1.0;A;E;F;D;D;C;A;A;B;C;A;B;C;E;E;F
4004;10028;42.0;10.0;A;C;C;A;A;A;A;A;A;C;A;B;C;A;A;H
4004;10028;51.1;4.0;A;E;E;B;C;B;A;A;B;B;A;E;B;E;H;F
4004;10028;48.4;4.0;D;C;C;B;C;C;A;A;A;B;B;B;D;C;A;F
4004;10028;;1.0;A;E;E;D;F;C;A;A;A;G;A;D;B;D;B;I
4004;10028;43.8;1.0;A;D;D;B;E;E;D;A;B;C;A;A;E;E;A;F
4004;10028;35.0;4.0;A;C;D;C;B;F;D;A;B;A;B;B;C;E;E;F
4004;10028;46.1;6.0;A;E;E;D;E;C;A;A;B;C;A;B;C;E;A;F
4004;10028;39.3;3.0;A;E;E;B;D;D;D;A;B;I;A;D;C;E;C;C
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;18.9;7.0;B;B;B;D;A;A;A;I;C;I;B;B;D;A;B;I
4004;10028;46.8;2.0;A;D;D;A;E;B;A;A;A;C;A;D;D;E;B;C
4004;10028;64.9;2.0;D;C;D;B;B;B;A;A;A;G;B;C;E;C;E;F
4004;10028;63.8;3.0;A;D;E;B;D;B;A;A;B;C;A;B;D;C;H;F
4004;10028;60.8;1.0;D;D;D;B;C;B;A;A;A;H;B;A;E;C;C;F
4004;10028;58.7;1.0;B;D;D;D;C;D;A;A;A;K;B;C;D;C;C;F
4004;10028;37.8;2.0;A;D;D;B;D;C;A;A;B;C;B;A;C;D;B;F
4004;10028;51.0;5.0;C;C;B;D;E;B;A;A;A;C;A;C;D;A;A;F
4004;10028;63.5;1.0;C;D;C;D;E;C;A;A;B;E;A;B;C;B;A;F
4004;10028;51.9;1.0;C;E;E;D;E;C;A;A;B;C;A;A;D;E;E;F
4004;10028;51.1;3.0;A;D;D;B;E;C;A;A;A;C;A;D;D;C;H;F
4003;10028;75.6;1.0;C;D;C;D;E;C;A;A;B;A;B;B;C;A;A;F
4003;10028;85.2;1.0;A;F;E;D;F;C;D;A;B;A;A;C;C;A;A;F
4003;10028;59.0;2.0;A;D;E;D;F;D;E;A;B;A;A;A;C;E;A;F
4003;10028;30.9;4.0;A;D;F;D;B;D;E;A;B;C;A;C;B;A;B;I
4003;10028;75.5;0.0;A;F;F;D;E;D;A;A;B;G;A;A;B;E;A;F
4003;10028;30.5;2.0;B;D;E;D;B;F;E;A;A;C;A;E;A;E;H;F
4003;10028;31.2;2.0;A;D;E;A;B;C;A;A;A;A;A;B;D;D;A;A
4003;10028;59.9;1.0;A;F;F;B;C;C;E;A;B;C;A;E;E;E;E;A
4003;10028;37.2;2.0;D;D;B;C;B;E;E;A;A;A;B;E;C;C;E;A
4003;10028;72.9;1.0;C;D;D;D;C;D;D;A;B;A;A;C;B;E;C;F
4003;10028;64.6;1.0;C;F;E;A;E;C;D;A;B;B;A;B;A;E;A;A
4003;10028;53.8;2.0;A;D;D;A;B;D;A;A;A;C;B;A;C;E;E;G
