CO_GRUPO;CO_ORGACAD;NT_GER;DELTA_MEDIO_GRADUACAO;QE_I02;QE_I04;QE_I05;QE_I06;QE_I08;QE_I09;QE_I10;QE_I11;QE_I17;QE_I20;QE_I21;QE_I22;QE_I23;QE_I24;QE_I25;QE_I26
4006;10028;48.1;2.0;D;D;D;B;E;C;E;B;B;C;A;A;B;E;E;F
4006;10028;53.2;1.0;A;D;D;B;D;E;D;B;B;G;A;A;B;E;A;F
4006;10028;;3.0;;;;;;;;;;;;;;;;
4006;10028;55.8;0.0;A;D;F;C;E;E;E;B;B;E;A;B;C;A;B;F
4006;10028;42.6;10.0;D;B;C;C;F;F;E;B;A;J;A;C;B;E;B;I
4006;10028;54.8;1.0;D;D;C;B;C;E;E;C;A;G;A;C;D;A;B;H
4006;10028;62.5;3.0;A;E;D;B;C;C;A;B;B;C;A;A;D;E;A;C
4006;10028;48.4;1.0;A;D;F;B;F;C;C;B;B;B;A;C;C;E;E;C
4006;10028;34.3;6.0;D;B;B;C;D;F;E;H;A;C;A;B;B;E;A;H
4006;10028;28.7;2.0;A;D;D;B;E;D;E;B;B;H;A;B;C;E;H;I
4006;10028;59.8;2.0;A;D;D;B;E;D;E;B;B;C;B;A;B;E;A;F
4006;10028;37.4;1.0;D;B;D;B;C;E;E;B;E;C;A;C;B;C;A;F
4006;10028;53.0;1.0;B;D;D;B;E;E;E;D;A;C;A;B;B;E;B;C
4006;10028;48.6;13.0;D;C;C;C;C;F;C;E;A;G;B;B;E;A;C;F
4006;10028;49.4;1.0;B;E;F;B;C;C;A;E;A;G;A;C;C;E;E;C
4006;10028;53.7;1.0;A;D;D;B;D;E;E;C;A;C;A;B;D;A;E;F
4006;10028;49.4;4.0;A;A;B;B;B;C;E;C;A;B;B;C;D;E;A;F
4006;10028;47.2;2.0;A;B;B;B;C;D;E;I;A;G;A;A;B;A;H;I
4006;10028;29.8;5.0;B;B;B;B;E;D;E;C;A;C;B;B;C;E;A;F
4006;10028;39.9;13.0;A;C;C;C;F;F;E;B;A;A;A;B;B;E;E;F
4006;10028;51.4;3.0;F;B;C;B;B;E;E;E;A;G;B;A;B;A;H;F
4006;10028;29.9;1.0;A;E;D;B;E;B;A;B;A;C;A;B;B;E;B;E
4006;10028;45.1;1.0;A;D;D;B;C;C;D;E;B;C;A;B;B;E;A;F
4006;10028;42.5;13.0;D;B;B;B;B;E;E;C;A;G;B;A;E;E;C;H
4006;10028;33.7;6.0;D;C;E;B;F;C;A;F;A;A;A;C;B;E;C;F
4006;10028;74.7;0.0;D;D;D;B;B;A;A;C;A;H;B;C;B;A;E;F
4006;10028;;8.0;;;;;;;;;;;;;;;;
4006;10028;74.3;7.0;A;D;D;A;B;F;E;C;A;G;A;B;A;E;C;E
4006;10028;63.5;1.0;D;D;B;B;B;E;A;C;A;A;A;A;B;E;A;A
4006;10028;40.4;2.0;C;B;D;B;A;B;B;B;A;C;A;B;D;E;A;C
4006;10028;;1.0;;;;;;;;;;;;;;;;
4006;10028;69.2;1.0;B;E;E;B;F;D;E;F;A;G;A;B;C;E;E;C
4006;10028;59.1;3.0;D;D;D;B;B;E;C;C;A;C;B;A;C;D;A;A
4006;10028;62.2;1.0;A;B;B;B;C;C;A;D;A;G;A;C;C;E;E;F
4006;10028;25.1;8.0;A;B;F;B;B;B;A;E;A;C;A;B;C;E;A;F
4006;10028;52.8;3.0;A;D;B;B;C;E;E;H;A;E;A;B;C;E;A;C
4006;10028;50.9;4.0;A;C;C;B;E;C;E;I;A;C;A;A;C;D;E;F
4006;10028;44.2;5.0;A;D;D;C;D;F;E;B;D;B;A;D;A;E;H;C
4006;10028;;1.0;;;;;;;;;;;;;;;;
4006;10028;64.4;4.0;A;C;B;B;C;C;D;C;A;G;A;B;D;A;C;H
4006;10028;34.7;6.0;D;A;A;C;B;F;D;G;A;B;B;A;B;E;H;I
4006;10028;44.9;1.0;D;E;C;B;C;B;A;B;B;C;A;B;B;E;A;F
4006;10028;40.3;3.0;D;B;C;C;B;F;E;H;E;C;A;B;B;A;A;F
4006;10028;19.1;1.0;A;B;F;B;E;D;E;B;B;A;A;A;B;E;A;F
4006;10028;;1.0;;;;;;;;;;;;;;;;
4006;10028;;2.0;;;;;;;;;;;;;;;;
4006;10028;57.9;1.0;D;C;E;B;D;D;E;E;A;A;A;A;C;E;C;F
4006;10028;65.5;3.0;A;B;D;B;C;F;E;F;A;G;B;C;E;E;C;F
4006;10028;32.5;1.0;D;C;D;B;E;E;E;B;A;B;A;A;B;E;A;F
4006;10028;38.2;4.0;A;B;C;B;B;F;E;D;A;G;B;B;B;E;E;F
4006;10028;20.1;9.0;A;D;C;B;B;E;E;B;A;G;A;B;E;E;E;F
4006;10028;39.0;2.0;B;B;B;B;C;B;A;C;A;C;B;B;C;E;E;F
4006;10028;26.9;2.0;D;F;D;B;D;C;B;B;E;G;A;B;B;E;A;F
4006;10028;47.3;8.0;A;D;D;B;F;C;E;E;B;G;A;A;C;E;C;E
4006;10028;52.9;2.0;A;E;D;B;E;C;E;B;B;G;A;B;C;C;E;F
4006;10028;55.4;1.0;A;E;E;B;E;E;E;E;D;C;A;B;C;A;B;F
4006;10028;44.0;2.0;A;B;E;C;C;E;E;B;B;G;A;B;A;E;E;F
4006;10028;39.2;2.0;D;C;D;C;B;C;D;E;B;C;A;A;D;E;A;F
4006;10028;37.2;5.0;D;B;B;B;B;B;A;D;A;C;A;B;B;D;C;F
4006;10028;39.1;1.0;B;F;D;B;F;D;E;B;B;A;A;C;B;E;E;C
4006;10028;57.6;10.0;B;B;B;B;C;E;E;C;A;G;B;B;B;D;E;F
4006;10028;;1.0;A;D;E;B;C;B;A;F;A;A;A;A;A;E;A;F
4006;10028;42.4;1.0;A;C;B;D;E;E;E;I;B;A;B;A;C;E;H;C
4006;10028;29.9;1.0;A;E;F;B;E;C;E;I;B;H;A;B;D;E;A;F
4006;10028;74.6;6.0;D;D;D;C;E;F;E;B;A;H;A;C;C;B;A;F
4006;10028;;7.0;;;;;;;;;;;;;;;;
4006;10028;57.9;1.0;A;B;D;B;C;C;E;C;A;C;A;B;B;D;A;F
4006;10028;48.8;3.0;A;B;C;B;C;E;E;C;A;A;B;B;C;A;A;F
4004;10022;13.5;2.0;D;E;E;C;E;C;E;B;A;A;A;A;A;E;E;C
4004;10022;36.8;3.0;A;C;D;A;B;C;C;C;A;C;B;B;C;E;A;H
4004;10022;36.4;4.0;D;D;D;B;C;B;A;B;A;C;B;B;C;E;E;H
4004;10022;28.5;4.0;A;D;C;B;C;A;A;E;A;C;B;B;C;E;A;E
4004;10022;36.7;1.0;D;C;C;B;E;E;E;C;A;C;B;E;E;E;E;H
4004;10022;28.3;1.0;A;B;B;B;C;D;E;B;A;H;B;C;B;E;E;B
4004;10022;24.5;1.0;D;D;D;B;C;E;A;H;E;C;A;C;B;E;A;I
4004;10022;41.6;1.0;A;D;D;B;E;E;E;B;B;A;A;C;C;E;C;F
4004;10022;32.9;1.0;D;D;E;C;C;F;E;C;A;H;A;A;C;E;E;C
4004;10022;38.9;4.0;A;D;B;B;C;C;E;H;A;A;B;A;B;E;E;I
4004;10022;33.9;0.0;E;B;B;B;B;E;B;B;E;C;A;E;B;E;A;C
4004;10022;45.1;15.0;A;C;B;C;D;D;E;B;B;B;A;B;B;E;A;C
4004;10022;38.9;6.0;A;E;E;C;D;E;E;B;B;A;A;E;C;E;E;C
4004;10022;34.2;3.0;A;D;B;C;F;B;A;B;B;A;A;E;D;E;E;C
4004;10022;;5.0;;;;;;;;;;;;;;;;
4004;10022;24.9;1.0;E;B;C;B;C;C;A;E;A;A;B;A;B;A;C;B
4004;10022;24.9;1.0;B;C;B;B;A;A;A;C;A;C;B;B;A;E;B;A
4004;10022;;5.0;A;C;D;B;C;E;E;H;A;A;A;A;C;E;H;C
4004;10022;40.8;6.0;A;D;F;C;F;F;E;B;B;A;A;E;E;E;A;C
4004;10022;35.9;12.0;F;C;C;B;B;B;A;E;B;C;B;B;E;E;A;B
4004;10022;36.7;3.0;D;D;C;B;D;E;E;B;E;B;A;B;A;E;A;C
4004;10022;30.3;3.0;D;B;D;B;B;F;E;C;A;C;B;C;B;E;E;F
4004;10022;39.0;1.0;A;C;B;B;B;C;E;C;A;C;B;A;B;E;A;H
4004;10022;25.1;9.0;A;C;C;B;B;D;E;B;A;C;B;B;C;E;C;F
4004;10022;22.7;3.0;A;C;B;B;B;D;E;B;A;C;B;A;A;E;A;B
4004;10022;41.9;19.0;A;C;C;B;B;A;E;C;A;A;A;B;B;A;C;E
4004;10022;35.1;15.0;A;B;B;B;B;D;E;C;A;K;B;B;C;E;C;H
4004;10022;55.8;11.0;A;D;D;C;B;D;E;B;B;A;A;C;C;E;H;E
4004;10022;23.5;10.0;A;C;C;B;B;E;E;B;A;G;A;B;B;E;A;I
4004;10022;23.9;1.0;A;D;D;B;C;E;D;B;A;A;A;C;C;D;C;F
4006;10028;70.6;0.0;A;D;D;B;A;C;E;C;A;A;B;B;D;E;C;H
4006;10028;42.1;2.0;B;C;D;B;E;D;E;E;A;D;A;A;C;E;E;C
4006;10028;61.5;1.0;A;D;D;B;F;C;E;B;B;A;B;B;B;E;A;C
4006;10028;44.0;5.0;A;D;E;C;C;C;E;E;A;C;A;C;C;E;E;C
4006;10028;52.7;8.0;A;C;B;B;B;F;D;C;A;A;A;B;D;E;A;C
4006;10028;54.0;1.0;A;D;D;B;C;C;A;B;A;A;A;A;B;A;E;I
4006;10028;27.8;1.0;A;D;B;C;B;C;E;D;A;C;B;B;B;E;A;C
4006;10028;41.1;1.0;A;D;E;C;A;C;E;B;A;C;A;B;C;E;A;C
4006;10028;20.4;6.0;A;D;D;C;C;F;E;D;A;C;B;C;B;A;C;F
4006;10028;;1.0;;;;;;;;;;;;;;;;
4006;10028;;1.0;;;;;;;;;;;;;;;;
4006;10028;;2.0;;;;;;;;;;;;;;;;
4006;10028;43.2;1.0;D;C;C;B;A;E;E;C;A;C;B;D;C;E;A;E
4006;10022;47.7;0.0;A;D;D;C;E;D;E;B;B;A;A;B;B;E;E;F
4006;10022;52.5;10.0;A;B;A;C;F;F;E;B;A;J;A;C;D;E;C;D
4006;10022;44.4;6.0;D;B;C;C;B;A;E;E;A;H;B;C;C;E;A;F
4006;10022;38.6;7.0;A;E;F;B;F;C;E;B;E;C;A;B;E;E;E;C
4006;10022;43.2;7.0;A;B;C;B;C;D;E;B;A;A;A;B;B;E;E;B
4006;10022;52.5;8.0;A;B;D;B;B;E;E;B;A;B;B;A;A;E;A;B
4006;10022;35.7;1.0;A;D;D;B;A;B;A;G;A;A;A;A;B;E;H;I
4006;10022;48.2;12.0;A;B;B;C;B;D;E;B;D;A;B;C;C;E;C;B
4006;10022;53.1;10.0;A;C;B;B;E;D;E;G;A;C;B;B;B;E;A;F
4006;10022;58.5;2.0;A;B;D;B;E;D;E;B;B;C;B;B;B;E;E;B
4006;10022;41.2;1.0;A;E;D;D;C;D;E;H;A;A;A;E;C;E;A;F
4006;10022;60.5;1.0;A;C;D;B;D;C;E;C;A;H;B;C;D;E;E;F
4006;10022;45.0;9.0;A;C;C;B;D;E;E;B;A;A;B;C;C;E;E;D
4006;10022;41.0;5.0;A;B;B;B;E;D;E;B;A;H;B;B;E;E;A;B
4006;10022;78.6;1.0;A;C;B;B;E;D;E;B;A;C;B;B;B;E;A;F
4006;10022;27.8;1.0;A;C;E;B;D;E;E;C;B;J;A;A;A;E;E;E
4006;10022;64.0;1.0;A;B;C;B;C;C;E;C;A;A;B;B;B;E;H;H
4006;10022;59.8;7.0;A;B;C;B;B;E;B;C;A;C;B;B;C;E;B;B
4006;10022;32.2;7.0;A;E;D;B;B;C;E;B;A;G;B;B;B;E;C;B
4006;10022;60.0;4.0;A;C;C;B;C;E;E;B;A;C;B;B;B;E;A;F
4006;10022;62.2;1.0;A;E;E;B;C;C;E;B;E;C;A;B;B;E;A;F
4006;10022;32.8;2.0;A;B;C;B;E;C;E;B;A;A;A;B;A;E;E;I
4006;10022;44.2;2.0;A;D;B;B;E;D;E;B;E;A;B;B;C;E;E;F
4006;10022;33.1;7.0;A;D;D;B;F;D;E;B;B;C;A;B;B;E;A;B
4006;10022;43.0;1.0;A;D;C;A;B;C;E;J;D;A;A;B;B;E;E;F
4006;10022;33.5;3.0;A;C;E;A;F;D;E;B;A;H;A;D;C;E;C;F
4006;10022;43.8;8.0;A;E;E;C;D;D;E;J;B;C;A;A;B;E;C;F
4006;10022;76.4;7.0;A;E;E;C;C;F;E;H;B;C;A;B;D;E;A;C
4006;10022;38.0;4.0;A;D;C;B;C;C;E;B;A;J;B;B;C;E;A;F
4006;10022;40.7;1.0;A;E;F;B;C;E;E;E;A;C;A;C;C;A;C;F
4006;10022;28.5;1.0;D;C;B;B;E;E;E;E;A;C;B;B;C;A;C;F
4006;10022;42.9;9.0;A;C;C;C;C;E;C;F;A;C;A;A;C;A;C;C
4006;10022;37.8;1.0;D;D;B;B;B;C;E;B;A;C;B;B;D;A;B;F
4006;10022;35.6;2.0;A;C;C;C;C;B;A;E;A;C;A;A;D;A;C;F
4006;10022;29.0;1.0;A;B;D;B;C;B;A;E;A;C;B;B;D;A;A;F
4006;10022;37.6;1.0;A;E;E;B;E;C;D;B;A;C;A;B;D;A;B;F
4006;10022;31.4;19.0;B;B;A;C;C;E;E;B;A;H;B;A;C;A;C;F
4006;10022;48.0;1.0;A;B;C;B;B;B;A;B;A;C;A;C;C;A;C;C
4006;10022;;11.0;A;B;C;B;C;E;E;B;A;C;B;D;D;A;A;F
4006;10022;38.2;1.0;A;B;D;B;B;D;E;B;A;C;B;A;B;A;C;F
4006;10022;36.6;3.0;B;B;D;B;D;E;E;E;A;C;A;C;B;A;A;F
4006;10022;46.4;1.0;A;C;B;A;B;D;E;B;A;C;B;B;C;A;A;C
4006;10022;40.4;18.0;D;B;A;C;B;E;E;B;A;C;B;A;D;A;A;F
4006;10022;;1.0;;;;;;;;;;;;;;;;
4006;10022;24.8;6.0;A;E;B;B;B;B;A;E;A;D;A;A;B;A;H;E
4003;10022;46.3;1.0;D;F;E;B;E;B;C;E;B;A;A;B;E;E;E;F
4003;10022;46.0;1.0;A;D;D;B;D;B;A;I;B;A;B;D;C;E;H;C
4003;10022;32.2;3.0;A;D;C;B;D;B;A;E;B;A;B;B;C;A;A;F
4003;10022;36.1;1.0;A;D;D;A;A;B;A;E;B;G;A;A;B;E;E;F
4003;10022;40.3;1.0;A;F;F;A;E;C;A;B;B;A;A;D;C;E;A;F
4003;10022;43.8;2.0;D;C;D;A;A;C;A;D;A;A;A;B;C;E;A;I
4003;10022;42.9;1.0;D;F;F;B;E;B;B;E;E;A;A;E;C;B;C;F
4003;10022;32.7;4.0;A;D;F;B;E;C;A;B;B;A;A;C;E;E;E;F
4003;10022;47.6;2.0;D;D;D;B;B;A;A;F;A;B;B;C;C;E;A;G
4003;10022;27.9;1.0;C;D;D;C;C;C;C;K;B;H;B;A;A;E;E;F
4003;10022;37.2;2.0;D;D;D;B;A;F;E;E;A;C;B;C;C;E;E;F
4003;10022;42.3;2.0;D;B;F;B;C;B;A;E;A;C;A;B;C;E;E;F
4003;10022;36.8;1.0;D;D;D;B;C;B;A;B;E;A;A;B;D;E;A;G
4003;10022;36.0;2.0;A;B;B;B;F;B;A;E;B;E;A;C;B;E;A;F
4003;10022;39.1;1.0;D;D;D;B;B;B;A;E;E;C;B;A;C;E;C;F
4003;10022;50.8;1.0;D;F;D;B;F;B;A;H;B;A;B;A;B;E;E;F
4003;10022;42.5;1.0;A;E;E;B;D;C;D;B;A;C;A;A;D;E;B;F
4003;10022;53.4;1.0;A;E;F;B;E;B;A;B;B;C;A;C;C;E;E;F
4003;10022;41.3;1.0;D;E;E;B;F;B;A;E;B;K;A;B;B;E;C;F
4003;10022;29.8;3.0;D;B;E;D;D;B;A;B;B;C;A;E;D;E;E;F
4003;10022;55.4;1.0;D;D;E;B;E;B;A;H;B;B;A;B;C;E;H;I
4003;10022;30.4;2.0;D;D;C;B;A;C;C;C;A;C;A;B;B;E;A;F
4003;10022;;1.0;;;;;;;;;;;;;;;;
4003;10022;34.1;5.0;A;E;E;C;A;C;B;B;B;B;A;B;C;E;H;I
4004;10028;47.7;3.0;A;C;B;B;D;C;E;J;A;A;A;A;B;E;A;F
4004;10028;39.7;1.0;A;D;D;B;E;C;D;B;A;H;A;B;B;E;H;F
4004;10028;49.6;1.0;A;D;D;B;E;D;E;E;A;A;B;B;C;E;E;F
4004;10028;33.3;2.0;D;F;E;B;E;D;D;B;A;C;A;A;D;E;A;C
4004;10028;42.9;4.0;A;D;D;C;C;E;D;E;B;A;B;B;B;E;E;F
4004;10028;67.2;2.0;A;D;C;B;E;D;E;B;B;A;B;A;A;E;E;F
4004;10028;42.6;3.0;A;C;B;C;C;D;E;G;B;A;B;B;C;E;C;F
4004;10028;53.5;1.0;F;E;E;B;D;E;E;B;A;C;A;D;B;E;H;I
4004;10028;57.5;1.0;D;C;C;B;B;E;E;C;A;C;A;A;B;E;E;F
4004;10028;;1.0;D;B;B;B;C;A;A;C;A;A;A;D;B;E;E;H
4004;10028;50.1;1.0;A;D;B;B;C;E;E;E;A;C;B;C;B;E;E;F
4004;10028;32.3;2.0;A;C;C;B;C;C;E;B;A;K;A;B;B;E;A;E
4004;10028;57.2;1.0;A;E;D;C;C;F;D;I;A;C;A;E;C;E;A;F
4004;10028;37.1;1.0;A;B;B;B;B;E;E;C;A;G;A;B;C;E;A;H
4004;10028;41.5;1.0;A;E;F;B;E;C;E;C;A;A;A;C;A;E;E;H
4004;10028;34.7;1.0;A;D;D;B;B;E;E;C;A;G;A;B;D;E;E;H
4004;10028;44.0;1.0;A;B;B;C;B;C;E;C;A;K;B;B;B;E;E;H
4004;10028;36.9;3.0;A;B;B;B;B;D;E;B;A;A;B;B;B;E;E;C
4004;10028;31.7;1.0;A;D;D;B;C;B;A;B;B;C;A;C;B;E;A;C
4004;10028;45.1;1.0;D;B;C;A;B;D;E;E;A;A;B;B;B;E;E;F
4004;10028;32.5;2.0;A;C;D;B;C;C;B;B;A;C;A;A;A;E;B;B
4004;10028;31.0;3.0;A;E;D;B;A;D;C;B;A;B;A;E;A;E;E;F
4004;10028;28.7;1.0;A;E;E;B;D;B;A;B;E;A;A;A;B;E;E;C
4004;10028;;4.0;;;;;;;;;;;;;;;;
4004;10028;;3.0;;;;;;;;;;;;;;;;
4004;10028;;1.0;;;;;;;;;;;;;;;;
4003;10022;68.9;1.0;A;E;F;B;F;B;A;A;B;G;A;B;C;E;E;F
4003;10022;27.2;3.0;A;E;F;A;G;B;A;A;B;A;A;A;B;E;A;G
4003;10022;60.8;4.0;A;F;F;C;F;F;D;H;B;G;A;C;C;E;A;F
4003;10022;85.9;4.0;D;E;E;D;F;D;E;A;B;G;A;B;B;E;C;F
4003;10022;59.0;2.0;A;D;D;A;F;D;D;A;B;G;A;C;C;E;C;F
4003;10022;84.6;1.0;A;D;D;D;E;D;E;A;A;A;B;D;B;E;C;F
4003;10022;73.2;3.0;A;D;D;D;C;B;A;A;A;A;A;E;D;E;C;F
4003;10022;72.7;5.0;D;E;E;D;F;E;C;A;B;C;A;E;B;E;A;F
4003;10022;79.9;1.0;A;F;F;D;F;D;E;A;B;C;A;B;B;A;E;F
4003;10022;69.0;4.0;A;E;E;B;E;D;C;A;B;C;A;B;D;E;A;F
4003;10022;83.0;10.0;A;E;D;C;F;D;E;A;A;G;A;C;C;E;A;F
4003;10022;64.4;2.0;A;E;F;B;E;E;D;A;A;A;A;B;A;E;B;F
4003;10022;69.2;1.0;A;F;F;D;F;B;A;A;B;A;A;B;B;E;H;F
4003;10022;64.2;4.0;A;F;E;A;E;B;B;A;B;C;A;B;B;E;H;I
4003;10022;82.6;2.0;A;E;E;D;E;D;A;I;D;A;A;C;C;E;A;F
4003;10022;79.8;2.0;A;D;C;B;E;E;E;A;B;G;B;B;C;E;C;F
4003;10022;67.8;1.0;A;D;E;D;C;D;B;A;B;A;A;B;D;E;A;F
4003;10022;66.4;2.0;D;E;E;D;F;B;A;A;B;G;A;B;B;E;E;F
4003;10022;85.2;4.0;D;E;E;B;F;D;B;A;B;A;A;B;A;A;D;F
4003;10022;56.3;1.0;A;E;D;B;D;B;A;A;B;H;A;B;E;E;C;F
4003;10022;71.6;3.0;D;D;D;D;F;D;C;J;B;G;A;B;B;D;A;F
4003;10022;76.1;4.0;F;B;D;B;D;C;D;A;B;C;A;E;C;E;C;F
4003;10022;83.0;2.0;A;F;F;B;E;C;E;A;D;C;A;C;E;E;A;G
4003;10022;87.0;2.0;D;D;D;D;E;E;D;A;B;G;B;C;C;A;E;F
4003;10022;63.2;4.0;A;D;F;D;E;D;D;H;B;C;A;B;C;E;E;F
4003;10022;83.9;2.0;D;E;D;B;E;C;C;A;A;A;A;E;B;E;H;F
4003;10022;72.4;1.0;D;F;E;D;F;B;A;A;E;C;A;C;E;E;E;F
4003;10022;18.4;11.0;A;A;A;A;A;A;A;J;A;A;A;A;A;A;A;A
4003;10022;43.2;8.0;A;D;D;C;E;F;A;A;A;K;A;C;D;E;E;F
4003;10022;78.2;1.0;A;E;E;B;E;C;A;A;D;C;A;D;C;E;E;F
4006;10022;49.5;1.0;A;E;C;B;B;C;E;H;A;C;A;B;C;A;H;C
4006;10022;42.0;1.0;A;D;D;A;A;D;E;H;A;C;B;A;C;A;E;F
4006;10022;;3.0;A;D;D;B;B;D;B;B;A;D;A;C;C;A;E;E
4006;10022;25.9;2.0;A;B;D;B;B;A;A;E;A;C;B;A;B;A;A;H
4006;10022;33.7;1.0;A;B;F;B;C;C;E;B;B;A;A;A;B;A;C;F
4006;10022;35.6;1.0;B;C;F;B;E;C;C;B;A;A;A;E;B;E;H;F
4006;10022;38.4;2.0;A;B;E;B;C;D;D;E;A;C;A;A;B;A;B;F
4006;10022;57.7;1.0;A;B;D;B;D;D;B;B;A;C;A;A;A;A;A;F
4006;10022;42.8;3.0;D;D;D;B;E;E;E;B;A;C;A;A;B;A;A;F
4006;10022;;8.0;;;;;;;;;;;;;;;;
4006;10022;39.3;1.0;A;E;E;B;C;B;B;B;A;G;A;A;B;E;H;F
4006;10022;37.5;4.0;A;D;E;C;C;F;E;E;A;A;A;B;B;A;A;F
4006;10022;40.0;7.0;A;E;D;C;B;F;E;H;A;H;B;C;B;A;C;F
4006;10022;;1.0;A;C;C;B;B;C;E;G;A;C;B;B;B;A;E;F
4006;10022;;10.0;;;;;;;;;;;;;;;;
4006;10022;;3.0;;;;;;;;;;;;;;;;
4006;10022;70.4;12.0;A;E;D;C;C;E;E;B;B;C;A;A;B;A;E;F
4006;10022;43.3;7.0;A;B;B;C;D;E;E;E;A;H;A;C;C;A;E;F
4006;10022;44.8;1.0;A;D;D;B;B;E;E;B;A;C;A;C;C;A;E;F
4006;10022;43.7;3.0;A;C;C;B;C;C;E;G;A;C;B;C;C;A;A;B
4006;10022;38.7;8.0;A;E;F;C;B;F;E;G;D;C;A;A;E;A;A;C
4006;10022;49.6;2.0;A;C;D;B;B;E;E;G;E;H;B;B;B;E;A;F
4006;10022;25.4;1.0;D;C;C;B;C;E;D;J;B;A;B;A;B;A;A;I
4006;10022;;1.0;;;;;;;;;;;;;;;;
4006;10022;24.0;1.0;A;D;D;B;E;E;E;H;A;C;B;B;B;A;A;B
4006;10022;;9.0;;;;;;;;;;;;;;;;
4006;10022;;4.0;B;B;B;C;A;B;A;B;A;H;B;A;B;A;C;B
4006;10022;40.3;1.0;D;B;C;C;B;F;E;G;A;A;A;B;C;E;A;C
4006;10022;50.2;1.0;A;D;D;B;A;B;A;E;A;C;B;E;C;E;A;F
4006;10022;51.4;7.0;C;B;D;B;B;D;E;E;A;A;B;C;C;E;A;G
4006;10022;35.6;1.0;A;D;F;B;A;C;E;H;A;C;A;A;B;E;E;G
4006;10022;28.0;3.0;B;B;C;B;B;A;B;E;A;G;A;B;C;B;C;H
4006;10022;25.1;1.0;D;D;E;B;B;B;A;E;A;C;A;A;D;D;H;F
4006;10022;38.8;3.0;D;B;C;B;A;C;C;E;A;K;B;B;C;E;H;C
4006;10022;45.3;1.0;A;D;F;B;A;B;B;C;A;B;A;C;B;E;H;H
4006;10022;56.8;3.0;D;D;D;B;C;C;E;H;A;A;A;B;B;E;E;E
4006;10022;58.6;2.0;A;C;D;B;C;C;E;H;A;C;A;C;C;C;E;C
4006;10022;33.6;4.0;A;D;F;C;D;E;E;B;A;J;A;B;C;E;E;F
4006;10022;;1.0;D;E;C;A;A;D;C;H;A;C;A;B;B;E;A;E
4006;10022;;1.0;;;;;;;;;;;;;;;;
4006;10022;49.9;2.0;D;B;B;B;A;A;A;E;A;C;B;C;B;E;A;C
4006;10022;;1.0;D;B;F;B;D;D;E;E;A;C;A;B;B;E;E;C
4006;10022;37.5;4.0;A;D;B;B;C;D;E;C;A;G;B;C;C;A;E;E
4006;10022;43.2;12.0;A;F;D;C;E;E;E;B;D;C;A;B;B;A;A;F
4006;10022;;5.0;;;;;;;;;;;;;;;;
4006;10022;30.6;2.0;A;B;D;B;B;E;B;C;A;C;A;A;C;E;E;B
4006;10022;34.0;11.0;A;B;B;C;E;C;D;H;A;G;B;B;C;D;E;I
4006;10022;;6.0;;;;;;;;;;;;;;;;
4006;10022;40.3;7.0;A;C;D;B;D;C;D;B;A;C;A;A;C;A;E;C
4006;10022;41.0;7.0;A;C;B;C;E;E;E;B;A;A;A;B;E;A;E;I
4006;10022;50.3;11.0;A;C;C;C;B;F;A;E;A;C;B;B;E;A;A;H
4006;10022;36.4;3.0;A;E;D;B;B;C;E;E;A;G;A;B;C;A;E;B
4006;10022;49.3;2.0;D;C;B;B;C;A;A;C;A;E;B;C;C;E;A;H
4006;10022;27.8;12.0;A;D;D;C;D;F;E;B;A;B;A;E;E;B;A;B
4006;10022;41.7;6.0;A;D;F;D;A;C;B;D;A;A;A;B;B;E;E;H
4006;10022;33.3;1.0;A;D;B;B;E;B;A;B;A;A;B;D;C;A;E;F
4006;10022;52.2;8.0;D;F;E;B;F;C;D;B;E;G;A;C;B;D;A;B
4006;10022;34.9;5.0;D;D;B;B;E;E;E;C;A;C;B;C;B;E;C;H
4006;10022;;6.0;;;;;;;;;;;;;;;;
4006;10022;30.6;9.0;A;D;F;D;F;B;A;B;B;C;A;C;C;B;E;F
4006;10022;30.5;3.0;A;B;B;B;C;E;E;E;A;K;B;B;B;A;A;B
4006;10022;43.1;1.0;D;D;D;B;A;B;A;B;B;C;B;D;D;E;C;B
4006;10022;42.8;1.0;D;F;E;B;F;C;E;B;B;A;A;B;C;A;A;B
4006;10022;;2.0;;;;;;;;;;;;;;;;
4006;10022;58.0;2.0;D;D;F;B;C;C;E;B;A;A;A;C;B;A;H;I
4006;10022;71.5;1.0;A;D;D;B;E;C;E;H;A;C;A;D;D;A;E;F
4006;10022;53.4;2.0;A;D;D;B;C;C;D;C;A;C;B;D;C;A;E;B
4006;10022;;4.0;;;;;;;;;;;;;;;;
4006;10022;;6.0;;;;;;;;;;;;;;;;
4006;10022;;16.0;;;;;;;;;;;;;;;;
4004;10020;39.4;6.0;D;B;D;B;C;A;D;E;A;H;B;B;D;E;E;C
4004;10020;43.2;1.0;D;D;C;C;B;C;C;E;A;C;B;B;B;E;H;C
4004;10020;22.5;1.0;D;D;D;B;B;C;E;B;A;C;A;B;B;E;A;C
4004;10020;28.0;3.0;A;E;D;A;B;B;D;B;E;H;A;A;E;A;H;I
4004;10020;28.1;1.0;D;D;E;A;C;B;B;B;A;C;A;B;D;E;A;E
4004;10020;28.7;4.0;D;C;E;C;B;C;E;B;A;G;A;B;A;E;G;G
4004;10020;;1.0;;;;;;;;;;;;;;;;
4004;10020;21.8;1.0;B;B;C;B;A;A;A;E;A;C;A;A;C;E;E;G
